"res.GS.PRAD" "res.GS.SP.PRAD"
"169" 0.361932578665569 0.392933198113896
"170" 0.426802759518506 0.476582026512881
"171" 0.541102052181706 0.554910369457528
"172" 0.684996239657638 0.65743188127278
"173" 0.92573652174227 0.794567674256715
"174" 0.795844255297865 0.865845682079921
"175" 0.479435995393462 0.608869037076014
"176" 0.0235625140696207 0.713746503755896
"177" 0.456271376057959 0.433300793464829
"178" 0.775487816374093 0.732222164885331
"179" 0.815958960092633 0.789321540309173
"180" 0.4834072102858 0.496581621491916
"181" 0.360648886459093 0.417626239331379
"182" 0.490517701443419 0.483048569465468
"183" 0.836422713255383 0.878477884221287
"184" 0.870931227486231 0.822605605832028
"185" 0.288496593748495 0.310261549227919
"186" 0.507960992186905 0.505865333101175
"187" 0.596271183570822 0.570003838644019
"188" 0.800690461371756 0.75689084685114
"189" 0.454430714065573 0.416998760705618
"190" 0.465311390307757 0.489731261300157
"191" 0.537736177203492 0.487517726255714
"192" 0.767965452698356 0.767299244119152
"193" 0.379287669201281 0.455777619837749
"194" 0.766493545389181 0.72478442803662
"195" 0.527391214140693 0.688332099940544
"196" 0.412553751485662 0.366757090916578
"197" 0.880716342343184 0.85799883381581
"198" 0.833791232338292 0.847279114828145
"199" 0.260878767782857 0.349738817037415
"200" 0.507603547979423 0.527943113051939
"201" 0.641515070991235 0.56821981772498
"202" 0.493891661902043 0.429286396209525
"203" 0.928050387176809 0.90962256814115
"204" 0.64593128826866 0.5799560427744
"205" 0.299995459269882 0.361716744893873
"206" 0.342988959650113 0.348505638068904
"207" 0.726044810614988 0.682259164847366
"208" 0.376200131127424 0.457491978274777
"209" 0.378197326653869 0.355287090880757
"210" 0.337284028282101 0.480223905811618
"211" 0.27613079728302 0.357068200346333
"212" 0.408817021282004 0.46610565669333
"213" 0.212557001161939 0.217247591580311
"214" 0.38793055417192 0.362514190258815
"215" 0.290811010312665 0.25030307479369
"216" 0.720847691655464 0.680647292606988
"217" 0.781270079576068 0.862818264791485
"218" 0.694077263911264 0.711410451154056
"219" 0.367597604499634 0.357745094635401
"220" 0.775760359035125 0.689285089725446
"221" 0.433931772057114 0.408143542509621
"222" 0.495758546303633 0.478990863405774
"223" 0.488210647595717 0.450796587214245
"224" 0.488071448344756 0.521938343893106
"225" 0.633542120684969 0.59834881511416
"226" 0.579762071828781 0.753764974020743
"227" 0.856906583816141 0.762329069179259
"228" 0.701905156172206 0.656123546087116
"229" 0.273816657747461 0.283261314317451
"230" 0.158339570022341 0.180339939190032
"231" 0.616316302828612 0.646815664265885
"232" 0.311124725741402 0.239814704874733
"233" 0.695416485290155 0.663857260734402
"234" 0.563501762783919 0.616226017601764
"235" 0.712084723454857 0.616071742056629
"236" 0.732564972072541 0.668191950176218
"237" 0.817544560346484 0.740527673278459
"238" 0.35156765556977 0.360391696840684
"239" 0.465234025292375 0.625843158084319
"240" 0.289394212071381 0.39408417749766
"241" 0.917854324238474 0.910941004038581
"242" 0.29996229536862 0.343503943150834
"243" 0.905017901594126 0.854140222200993
"244" 0.227244138255457 0.242299540863876
"245" 0.425850971364697 0.422887308984799
"246" 0.701946187039439 0.622895044458518
"247" 0.734342238531587 0.842539925660248
"248" 0.622863442136899 0.651708146099722
"249" 0.566105005711173 0.602681137414364
"250" 0.522070087208682 0.539486576822576
"251" 0.24483337543788 0.243410573075182
"252" 0.681248369004857 0.600635697741011
"253" 0.773686432630375 0.780957526332793
"254" 0.63440525098008 0.680585360751022
"255" 0.388667806028465 0.3937759432148
"256" 0.389965800030521 0.476653944385573
"257" 0.352513715140517 0.395544805614921
"258" 0.324349565163388 0.398408247978223
"259" 0.347014388140315 0.333970492394346
